PlotNumber,SiteUnit
X780353,ESSFdc 2 /104
X780363,ESSFdc 2 /104
X780371,ESSFdc 2 /104
X780375,ESSFdc 2 /104
832116,ESSFdc 2 /110
832202,ESSFdc 2 /110
832209,ESSFdc 2 /110
832307,ESSFdc 2 /110
01OK036,ESSFdc 2 /110
K99-429,ESSFdc 2 /110
X770076,ESSFdc 2 /110
X770078,ESSFdc 2 /110
X770079,ESSFdc 2 /110
X770082,ESSFdc 2 /110
X780378,ESSFdc 2 /110
762213,ESSFdc 2 /111
762218,ESSFdc 2 /111
762287,ESSFdc 2 /111
780382,ESSFdc 2 /111
780384,ESSFdc 2 /111
780463,ESSFdc 2 /111
811058,ESSFdc 2 /111
832204,ESSFdc 2 /111
832302,ESSFdc 2 /111
832305,ESSFdc 2 /111
832314,ESSFdc 2 /111
832316,ESSFdc 2 /111
832320,ESSFdc 2 /111
851921,ESSFdc 2 /111
851939,ESSFdc 2 /111
98DL022,ESSFdc 2 /111
99RV86,ESSFdc 2 /111
K99-349,ESSFdc 2 /111
K99-355,ESSFdc 2 /111
K99-366,ESSFdc 2 /111
K99-407,ESSFdc 2 /111
K99-428,ESSFdc 2 /111
K99-477,ESSFdc 2 /111
K99-706,ESSFdc 2 /111
K99-737,ESSFdc 2 /111
TFC014,ESSFdc 2 /111
TSR041,ESSFdc 2 /111
TSR045,ESSFdc 2 /111
X770020,ESSFdc 2 /111
X770022,ESSFdc 2 /111
X770073,ESSFdc 2 /111
X770075,ESSFdc 2 /111
X780348,ESSFdc 2 /111
X780364,ESSFdc 2 /111
832114,ESSFdc 2 /112
832304,ESSFdc 2 /112
832308,ESSFdc 2 /112
01OK039,ESSFdc 2 /112
01OK041,ESSFdc 2 /112
98OK092,ESSFdc 2 /112
99KJ034,ESSFdc 2 /112
K99-168,ESSFdc 2 /112
K99-353,ESSFdc 2 /112
K99-473,ESSFdc 2 /112
K99-734,ESSFdc 2 /112
K99-736,ESSFdc 2 /112
762202,ESSFdh 1 /101
00NCe48,ESSFdh 1 /101
00NCe54,ESSFdh 1 /101
00NCe58,ESSFdh 1 /101
00NCe91,ESSFdh 1 /101
14-4314,ESSFdh 1 /101
99MR010,ESSFdh 1 /101
K99-334,ESSFdh 1 /101
K99-337,ESSFdh 1 /101
K99-440,ESSFdh 1 /101
K99-446,ESSFdh 1 /101
K99-508,ESSFdh 1 /101
K99-721,ESSFdh 1 /101
K99-722,ESSFdh 1 /101
MN 204,ESSFdh 1 /101
MP 289,ESSFdh 1 /101
MP 297,ESSFdh 1 /101
UC 122,ESSFdh 1 /101
UC 123,ESSFdh 1 /101
K11-086,ESSFdh 1 /102
K11-214,ESSFdh 1 /102
00NCe46,ESSFdh 1 /103
14-4315,ESSFdh 1 /103
K00-368,ESSFdh 1 /103
K13-114,ESSFdh 1 /103
K99-443,ESSFdh 1 /103
K99-445,ESSFdh 1 /103
K99-717,ESSFdh 1 /103
MP 290,ESSFdh 1 /103
MP 293,ESSFdh 1 /103
762284,ESSFdh 1 /104
762286,ESSFdh 1 /104
14-4572,ESSFdh 1 /104
K11-081,ESSFdh 1 /104
K11-217,ESSFdh 1 /104
K99-328,ESSFdh 1 /104
K99-505,ESSFdh 1 /104
MP 291,ESSFdh 1 /104
OL95DL7,ESSFdh 1 /104
99DL027,ESSFdh 1 /110
K00-090,ESSFdh 1 /110
K00-367,ESSFdh 1 /110
K99-326,ESSFdh 1 /110
K99-336,ESSFdh 1 /110
K99-506,ESSFdh 1 /110
K99-716,ESSFdh 1 /110
KA 604,ESSFdh 1 /110
MN 201,ESSFdh 1 /110
MN 203,ESSFdh 1 /110
MN 206,ESSFdh 1 /110
MP 287,ESSFdh 1 /110
MP 292,ESSFdh 1 /110
MP 298,ESSFdh 1 /110
UC 121,ESSFdh 1 /110
14-4313,ESSFdh 1 /111
K00-091,ESSFdh 1 /111
K00-102,ESSFdh 1 /111
K00-227,ESSFdh 1 /111
K99-507,ESSFdh 1 /111
MP 288,ESSFdh 1 /111
MP 299,ESSFdh 1 /111
762282,ESSFmw 1 /101.1
762289,ESSFmw 1 /101.1
780348,ESSFmw 1 /101.1
00NCe21,ESSFmw 1 /101.1
00NCe29,ESSFmw 1 /101.1
00NCe57,ESSFmw 1 /101.1
K11-072,ESSFmw 1 /101.1
K99-339,ESSFmw 1 /101.1
K99-376,ESSFmw 1 /101.1
K99-439,ESSFmw 1 /101.1
K99-447,ESSFmw 1 /101.1
K99-485,ESSFmw 1 /101.1
K99-519,ESSFmw 1 /101.1
K99-538,ESSFmw 1 /101.1
OL95DL6,ESSFmw 1 /101.1
VV0129,ESSFmw 1 /101.1
00NCe42,ESSFmw 1 /101.2
00NCe98,ESSFmw 1 /101.2
99MR032,ESSFmw 1 /101.2
K00-861,ESSFmw 1 /101.2
K99-456,ESSFmw 1 /101.2
K99-509,ESSFmw 1 /101.2
K99-510,ESSFmw 1 /101.2
K99-515,ESSFmw 1 /101.2
K99-542,ESSFmw 1 /101.2
K11-074,ESSFmw 1 /102.1
K11-082,ESSFmw 1 /102.1
K99-516,ESSFmw 1 /102.1
K99-517,ESSFmw 1 /102.1
K11-203,ESSFmw 1 /102.2
K11-209,ESSFmw 1 /102.2
K11-210,ESSFmw 1 /102.2
762300,ESSFmw 1 /103
00NCe55,ESSFmw 1 /103
00NCe77,ESSFmw 1 /103
K11-077,ESSFmw 1 /103
K11-084,ESSFmw 1 /103
K99-511,ESSFmw 1 /103
K99-540,ESSFmw 1 /103
762285,ESSFmw 1 /104
14-4317,ESSFmw 1 /104
14-4388,ESSFmw 1 /104
MP 294,ESSFmw 1 /104
OL95GH5,ESSFmw 1 /104
14-4321,ESSFmw 1 /105
K13-104,ESSFmw 1 /105
K13-105,ESSFmw 1 /105
K13-106,ESSFmw 1 /105
K13-107,ESSFmw 1 /105
K13-109,ESSFmw 1 /105
K13-110,ESSFmw 1 /105
K13-111,ESSFmw 1 /105
K13-113,ESSFmw 1 /105
K13-116,ESSFmw 1 /105
762283,ESSFmw 1 /110
762295,ESSFmw 1 /110
780361,ESSFmw 1 /110
14-4586,ESSFmw 1 /110
K99-455,ESSFmw 1 /110
K99-483,ESSFmw 1 /110
K99-512,ESSFmw 1 /110
K99-518,ESSFmw 1 /110
K99-537,ESSFmw 1 /110
MP 295,ESSFmw 1 /110
OL95GH6,ESSFmw 1 /110
762299,ESSFmw 1 /111
14-4316,ESSFmw 1 /111
14-4585,ESSFmw 1 /111
K11-073,ESSFmw 1 /111
K11-078,ESSFmw 1 /111
K11-079,ESSFmw 1 /111
00NCe16,ESSFmww  /101
00NCe38,ESSFmww  /101
00NCe70,ESSFmww  /101
K00-077,ESSFmww  /101
K00-100,ESSFmww  /101
K00-909,ESSFmww  /101
K00-912,ESSFmww  /101
K01-204,ESSFmww  /101
K01-374,ESSFmww  /101
K00-285,ESSFmww  /102
K00-282,ESSFmww  /103
K11-246,ESSFmww  /103
K00-284,ESSFmww  /110
K01-723,ESSFmww  /110
OL95DL3,ESSFmww  /110
821091,ESSFxc 1 /101
821253,ESSFxc 1 /101
821263,ESSFxc 1 /101
01KJ05,ESSFxc 1 /101
94-559,ESSFxc 1 /101
K01-417,ESSFxc 1 /101
K99-179,ESSFxc 1 /101
K99-460,ESSFxc 1 /101
K99-708,ESSFxc 1 /101
RC7804,ESSFxc 1 /101
K01-356,ESSFxc 1 /102
K99-459,ESSFxc 1 /102
780340,ESSFxc 1 /103
821255,ESSFxc 1 /103
9523091,ESSFxc 1 /103
K01-350,ESSFxc 1 /103
K99-344,ESSFxc 1 /103
K99-711,ESSFxc 1 /103
01OK055,ESSFxc 1 /104
01OK104,ESSFxc 1 /104
94-563,ESSFxc 1 /104
94-566,ESSFxc 1 /104
94-571,ESSFxc 1 /104
K01-361,ESSFxc 1 /104
K01-458,ESSFxc 1 /104
K99-181,ESSFxc 1 /104
K99-458,ESSFxc 1 /104
K99-466,ESSFxc 1 /104
RC7809,ESSFxc 1 /104
9523314,ESSFxc 1 /105
9523327,ESSFxc 1 /105
94-572,ESSFxc 1 /105
94-597,ESSFxc 1 /105
RC7803,ESSFxc 1 /105
821097,ESSFxc 1 /110
821245,ESSFxc 1 /110
821256,ESSFxc 1 /110
01OK103,ESSFxc 1 /110
01OK107,ESSFxc 1 /110
01OK112,ESSFxc 1 /110
94-561,ESSFxc 1 /110
K01-349,ESSFxc 1 /110
K01-420,ESSFxc 1 /110
RC7811,ESSFxc 1 /110
821257,ESSFxc 1 /111
9523326,ESSFxc 1 /111
01OK053,ESSFxc 1 /111
94-552,ESSFxc 1 /111
99NB013,ESSFxc 1 /111
K99-178,ESSFxc 1 /111
K99-182,ESSFxc 1 /111
K99-707,ESSFxc 1 /111
94-568,ESSFxc 1 /112
K99-467,ESSFxc 1 /112
K01-415,ESSFxc 1 /113
K13-072,ESSFxc 1 /113
K13-074,ESSFxc 1 /113
K13-077,ESSFxc 1 /113
K13-102,ESSFxc 1 /113
811050,ESSFxc 2 /101
01OK007,ESSFxc 2 /101
01OK065,ESSFxc 2 /101
01OK069,ESSFxc 2 /101
84HF01,ESSFxc 2 /101
84HF10,ESSFxc 2 /101
84HF11,ESSFxc 2 /101
84HF16,ESSFxc 2 /101
84HF18,ESSFxc 2 /101
84HF22,ESSFxc 2 /101
84HF25,ESSFxc 2 /101
84HF26,ESSFxc 2 /101
84HF36,ESSFxc 2 /101
84HF45,ESSFxc 2 /101
84HF46,ESSFxc 2 /101
84HF51,ESSFxc 2 /101
85GB17,ESSFxc 2 /101
85GB29,ESSFxc 2 /101
85GB40,ESSFxc 2 /101
K02-218,ESSFxc 2 /101
K02-219,ESSFxc 2 /101
RC6104,ESSFxc 2 /101
TSB167,ESSFxc 2 /101
97026,ESSFxc 2 /102
770101,ESSFxc 2 /102
770248,ESSFxc 2 /102
K001916,ESSFxc 2 /102
770135,ESSFxc 2 /103a
770136,ESSFxc 2 /103a
780389,ESSFxc 2 /103a
841705,ESSFxc 2 /103a
851911,ESSFxc 2 /103a
969545,ESSFxc 2 /103a
969559,ESSFxc 2 /103a
969561,ESSFxc 2 /103a
00CG038,ESSFxc 2 /103a
00CG090,ESSFxc 2 /103a
84HF03,ESSFxc 2 /103a
84HF23,ESSFxc 2 /103a
84HF30,ESSFxc 2 /103a
84HF32,ESSFxc 2 /103a
84HF38,ESSFxc 2 /103a
84HF42,ESSFxc 2 /103a
84HF48,ESSFxc 2 /103a
84HF50,ESSFxc 2 /103a
85GB14,ESSFxc 2 /103a
85GB15,ESSFxc 2 /103a
85GB19,ESSFxc 2 /103a
85GB24,ESSFxc 2 /103a
85GB30,ESSFxc 2 /103a
85GB31,ESSFxc 2 /103a
85GB33,ESSFxc 2 /103a
85GB35,ESSFxc 2 /103a
85GB36,ESSFxc 2 /103a
85GB37,ESSFxc 2 /103a
85GB38,ESSFxc 2 /103a
85GB46,ESSFxc 2 /103a
85GB47,ESSFxc 2 /103a
85GB53,ESSFxc 2 /103a
85GB55,ESSFxc 2 /103a
K00-382,ESSFxc 2 /103a
K011446,ESSFxc 2 /103a
K13-103,ESSFxc 2 /103a
K13-125,ESSFxc 2 /103a
85GB11,ESSFxc 2 /103b
85GB12,ESSFxc 2 /103b
K00-380,ESSFxc 2 /103b
770104,ESSFxc 2 /110
780479,ESSFxc 2 /110
969560,ESSFxc 2 /110
969598,ESSFxc 2 /110
00JG025,ESSFxc 2 /110
00JG027,ESSFxc 2 /110
84HF20,ESSFxc 2 /110
84HF31,ESSFxc 2 /110
84HF33,ESSFxc 2 /110
84HF35,ESSFxc 2 /110
84HF49,ESSFxc 2 /110
85GB16,ESSFxc 2 /110
85GB26,ESSFxc 2 /110
J9089,ESSFxc 2 /110
K00-381,ESSFxc 2 /110
K00-515,ESSFxc 2 /110
K00-517,ESSFxc 2 /110
K13-120,ESSFxc 2 /110
K13-126,ESSFxc 2 /110
RC7077,ESSFxc 2 /110
84HF02,ESSFxc 2 /111
84HF09,ESSFxc 2 /111
84HF21,ESSFxc 2 /111
84HF28,ESSFxc 2 /111
84HF37,ESSFxc 2 /111
84HF39,ESSFxc 2 /111
85GB18,ESSFxc 2 /111
85GB20,ESSFxc 2 /111
85GB39,ESSFxc 2 /111
85GB54,ESSFxc 2 /111
K00-514,ESSFxc 2 /111
K00-930,ESSFxc 2 /111
770249,ESSFxc 2 /112
963085,ESSFxc 2 /112
84HF08,ESSFxc 2 /112
84HF19,ESSFxc 2 /112
84HF44,ESSFxc 2 /112
85GB21,ESSFxc 2 /112
K001929,ESSFxc 2 /112
780386,ESSFxcw  /101
821092,ESSFxcw  /101
9523328,ESSFxcw  /101
94-551,ESSFxcw  /101
94-554,ESSFxcw  /101
K00-865,ESSFxcw  /101
K00-868,ESSFxcw  /101
K01-340,ESSFxcw  /101
K01-342,ESSFxcw  /101
K01-347,ESSFxcw  /101
K01-407,ESSFxcw  /101
K01-968,ESSFxcw  /101
K02-051,ESSFxcw  /101
K99-552,ESSFxcw  /101
RC7812,ESSFxcw  /101
VRI128,ESSFxcw  /101
VRI678,ESSFxcw  /101
770257,ESSFxcw  /102
9523312,ESSFxcw  /103
98-153,ESSFxcw  /103
98-359,ESSFxcw  /103
98-360,ESSFxcw  /103
98-361,ESSFxcw  /103
K01-912,ESSFxcw  /103
K99-555,ESSFxcw  /103
K01-405,ESSFxcw  /110
K01-406,ESSFxcw  /110
K01-914,ESSFxcw  /110
K02-049,ESSFxcw  /110
97014,IDF dk 1 /101
770005,IDF dk 1 /101
770050,IDF dk 1 /101
770051,IDF dk 1 /101
770113,IDF dk 1 /101
770145,IDF dk 1 /101
770147,IDF dk 1 /101
770148,IDF dk 1 /101
770271,IDF dk 1 /101
770272,IDF dk 1 /101
780314,IDF dk 1 /101
780319,IDF dk 1 /101
780356,IDF dk 1 /101
780358,IDF dk 1 /101
780370,IDF dk 1 /101
780372,IDF dk 1 /101
780375,IDF dk 1 /101
780377,IDF dk 1 /101
780405,IDF dk 1 /101
780454,IDF dk 1 /101
780455,IDF dk 1 /101
780456,IDF dk 1 /101
780457,IDF dk 1 /101
780471,IDF dk 1 /101
780472,IDF dk 1 /101
780473,IDF dk 1 /101
811013,IDF dk 1 /101
821095,IDF dk 1 /101
821252,IDF dk 1 /101
841512,IDF dk 1 /101
851941,IDF dk 1 /101
01VL02,IDF dk 1 /101
82DM02,IDF dk 1 /101
82DM15,IDF dk 1 /101
94-592,IDF dk 1 /101
94-601,IDF dk 1 /101
97PH503,IDF dk 1 /101
98-053,IDF dk 1 /101
98-060,IDF dk 1 /101
98DL006,IDF dk 1 /101
99NB019,IDF dk 1 /101
99RV37,IDF dk 1 /101
99RV39,IDF dk 1 /101
99RV40,IDF dk 1 /101
99RV41,IDF dk 1 /101
99RV43,IDF dk 1 /101
K00-242,IDF dk 1 /101
K00-818,IDF dk 1 /101
K00-823,IDF dk 1 /101
K00-827,IDF dk 1 /101
K01-156,IDF dk 1 /101
K01-471,IDF dk 1 /101
K99-130,IDF dk 1 /101
K99-379,IDF dk 1 /101
K99-384,IDF dk 1 /101
K99-603,IDF dk 1 /101
K99-802,IDF dk 1 /101
LPdk110,IDF dk 1 /101
RC7059,IDF dk 1 /101
RC7071,IDF dk 1 /101
RC7072,IDF dk 1 /101
RC7080,IDF dk 1 /101
97501,IDF dk 1 /102
780357,IDF dk 1 /102
780452,IDF dk 1 /102
97PH505,IDF dk 1 /102
K00-819,IDF dk 1 /102
K08-120,IDF dk 1 /102
K99-078,IDF dk 1 /102
97413,IDF dk 1 /103
97414,IDF dk 1 /103
770006,IDF dk 1 /103
770093,IDF dk 1 /103
770209,IDF dk 1 /103
821081,IDF dk 1 /103
9523322,IDF dk 1 /103
01OK204,IDF dk 1 /103
98-049,IDF dk 1 /103
98DB006,IDF dk 1 /103
K00-821,IDF dk 1 /103
K01-157,IDF dk 1 /103
K11-227,IDF dk 1 /103
K99-595,IDF dk 1 /103
LPdk111,IDF dk 1 /103
LPdk112,IDF dk 1 /103
LPdk116,IDF dk 1 /103
LPdk20b,IDF dk 1 /103
770114,IDF dk 1 /104
770128,IDF dk 1 /104
780368,IDF dk 1 /104
780369,IDF dk 1 /104
780371,IDF dk 1 /104
780406,IDF dk 1 /104
780413,IDF dk 1 /104
780451,IDF dk 1 /104
811014,IDF dk 1 /104
94-587,IDF dk 1 /104
94-588,IDF dk 1 /104
94-591,IDF dk 1 /104
97PH501,IDF dk 1 /104
98-059,IDF dk 1 /104
98-117,IDF dk 1 /104
99DM002,IDF dk 1 /104
K00-427,IDF dk 1 /104
K00-820,IDF dk 1 /104
K01-467,IDF dk 1 /104
K99-378,IDF dk 1 /104
K99-596,IDF dk 1 /104
K99-597,IDF dk 1 /104
K99-606,IDF dk 1 /104
LPdk114,IDF dk 1 /104
RC6064,IDF dk 1 /104
97805,IDF dk 1 /105
780306,IDF dk 1 /105
780350,IDF dk 1 /105
780407,IDF dk 1 /105
780412,IDF dk 1 /105
01VL01,IDF dk 1 /105
99DL021,IDF dk 1 /105
99MR001,IDF dk 1 /105
99VL001,IDF dk 1 /105
K99-079,IDF dk 1 /105
RC6528,IDF dk 1 /105
RC7069,IDF dk 1 /105
97420,IDF dk 1 /110
770047,IDF dk 1 /110
770100,IDF dk 1 /110
770120,IDF dk 1 /110
770149,IDF dk 1 /110
770238,IDF dk 1 /110
780458,IDF dk 1 /110
851926,IDF dk 1 /110
98-058,IDF dk 1 /110
99RV42,IDF dk 1 /110
K99-145,IDF dk 1 /110
K99-383,IDF dk 1 /110
K99-602,IDF dk 1 /110
770118,IDF dk 1 /111
770129,IDF dk 1 /111
9628684,IDF dk 1 /111
97PH502,IDF dk 1 /111
K00-426,IDF dk 1 /111
LPdk126,IDF dk 1 /111
LPdk127,IDF dk 1 /111
770097,IDF dk 2 /101
770121,IDF dk 2 /101
770124,IDF dk 2 /101
770242,IDF dk 2 /101
770261,IDF dk 2 /101
780305,IDF dk 2 /101
780320,IDF dk 2 /101
780326,IDF dk 2 /101
780329,IDF dk 2 /101
780346,IDF dk 2 /101
780379,IDF dk 2 /101
780390,IDF dk 2 /101
780449,IDF dk 2 /101
800822,IDF dk 2 /101
811048,IDF dk 2 /101
811053,IDF dk 2 /101
811054,IDF dk 2 /101
811152,IDF dk 2 /101
811156,IDF dk 2 /101
851970,IDF dk 2 /101
851972,IDF dk 2 /101
851977,IDF dk 2 /101
851983,IDF dk 2 /101
969546,IDF dk 2 /101
969585,IDF dk 2 /101
01OK056,IDF dk 2 /101
01OK148,IDF dk 2 /101
01OK168,IDF dk 2 /101
01OK173,IDF dk 2 /101
01OK174,IDF dk 2 /101
01OK176,IDF dk 2 /101
01OK191,IDF dk 2 /101
01OK197,IDF dk 2 /101
01OK198,IDF dk 2 /101
01OK206,IDF dk 2 /101
19JCG13,IDF dk 2 /101
19JCG16,IDF dk 2 /101
85DL049,IDF dk 2 /101
85DL054,IDF dk 2 /101
96OP539,IDF dk 2 /101
96OP558,IDF dk 2 /101
96OP571,IDF dk 2 /101
96OP572,IDF dk 2 /101
96OP579,IDF dk 2 /101
99DM001,IDF dk 2 /101
99MD100,IDF dk 2 /101
99MR012,IDF dk 2 /101
99MR013,IDF dk 2 /101
99NB011,IDF dk 2 /101
99NB012,IDF dk 2 /101
99NB022,IDF dk 2 /101
99NB024,IDF dk 2 /101
99RV05,IDF dk 2 /101
99RV17,IDF dk 2 /101
99RV18,IDF dk 2 /101
99RV20,IDF dk 2 /101
99RV22,IDF dk 2 /101
99RV29,IDF dk 2 /101
99RV30,IDF dk 2 /101
99RV45,IDF dk 2 /101
COG145,IDF dk 2 /101
COG30,IDF dk 2 /101
J9058,IDF dk 2 /101
J9066,IDF dk 2 /101
K00-353,IDF dk 2 /101
K01-475,IDF dk 2 /101
K99-088,IDF dk 2 /101
K99-099,IDF dk 2 /101
K99-136,IDF dk 2 /101
K99-292,IDF dk 2 /101
K99-304,IDF dk 2 /101
K99-305,IDF dk 2 /101
K99-388,IDF dk 2 /101
K99-486,IDF dk 2 /101
K99-491,IDF dk 2 /101
K99-558,IDF dk 2 /101
K99-561,IDF dk 2 /101
K99-563,IDF dk 2 /101
K99-902,IDF dk 2 /101
K99-903,IDF dk 2 /101
K99-908,IDF dk 2 /101
RC6541,IDF dk 2 /101
RC6544,IDF dk 2 /101
RC7064,IDF dk 2 /101
RC7068,IDF dk 2 /101
RC7075,IDF dk 2 /101
RC7078,IDF dk 2 /101
TFC008,IDF dk 2 /101
TFC015,IDF dk 2 /101
TFC022,IDF dk 2 /101
