PlotNumber,SiteUnit
RS23303,MS  dk   /111a
SF163,MS  dk   /111a
SF66,MS  dk   /111a
9628749,MS  dk   /111b (Ws07)
N05-012,MS  dk   /111b (Ws07)
N06-402,MS  dk   /111b (Ws07)
N06-461,MS  dk   /112a
H791444,MS  dk   /112b (Wb15)
MF2035,MS  dk   /112b (Wb15)
MF2147,MS  dk   /112b (Wb15)
PA7216,MS  dk   /112b (Wb15)
796961%,MS  dw   /101
801780%,MS  dw   /101
12-9020,MS  dw   /101
CFI172A,MS  dw   /101
INVS172,MS  dw   /101
KN02515,MS  dw   /101
KN02524,MS  dw   /101
N05-488,MS  dw   /101
N05-537,MS  dw   /101
NCCK94,MS  dw   /101
801785%,MS  dw   /102
b523246,MS  dw   /102
CFI545B,MS  dw   /102
INVS64,MS  dw   /102
N05-204,MS  dw   /102
N05-205,MS  dw   /102
N05-206,MS  dw   /102
N05-370,MS  dw   /102
N05-468,MS  dw   /102
N05-481,MS  dw   /102
N06-932,MS  dw   /102
N06-936,MS  dw   /102
801772%,MS  dw   /103
12-6459,MS  dw   /103
KN02518,MS  dw   /103
KN02542,MS  dw   /103
KN02546,MS  dw   /103
KN02587,MS  dw   /103
KN02591,MS  dw   /103
N05-166,MS  dw   /103
N05-170,MS  dw   /103
N05-207,MS  dw   /103
N05-345,MS  dw   /103
N05-483,MS  dw   /103
N05-538,MS  dw   /103
801770%,MS  dw   /104.1
801773%,MS  dw   /104.1
801813%,MS  dw   /104.1
?801908,MS  dw   /104.1
9800810,MS  dw   /104.1
IN2-1,MS  dw   /104.1
IN84-1,MS  dw   /104.1
KN02514,MS  dw   /104.1
KN02535,MS  dw   /104.1
KN02536,MS  dw   /104.1
U801907,MS  dw   /104.1
801779%,MS  dw   /104.2
9800813,MS  dw   /104.2
CFI685A,MS  dw   /104.2
INVS100,MS  dw   /104.2
KN02516,MS  dw   /104.2
KN02521,MS  dw   /104.2
N06-458,MS  dw   /104.2
NCCK190,MS  dw   /104.2
NCCK78,MS  dw   /104.2
NCCK86,MS  dw   /104.2
NPSP033,MS  dw   /104.2
O801873,MS  dw   /104.2
PSP9317,MS  dw   /104.2
PSP9330,MS  dw   /104.2
PSP9331,MS  dw   /104.2
W801795,MS  dw   /104.2
W801810,MS  dw   /104.2
"$801,900",MS  dw   /110.1
801764%,MS  dw   /110.1
801771%,MS  dw   /110.1
801784%,MS  dw   /110.1
801812%,MS  dw   /110.1
?796931,MS  dw   /110.1
?796943,MS  dw   /110.1
12-6460,MS  dw   /110.1
INVS156,MS  dw   /110.1
INVS97,MS  dw   /110.1
KN02487,MS  dw   /110.1
KN02553,MS  dw   /110.1
KN02586,MS  dw   /110.1
KN02589,MS  dw   /110.1
N05-162,MS  dw   /110.1
N05-429,MS  dw   /110.1
N06-457,MS  dw   /110.1
12-6458,MS  dw   /110.2
INVS180,MS  dw   /110.2
801765%,MS  dw   /111a
N05-163,MS  dw   /111a
N05-430,MS  dw   /111a
N05-487,MS  dw   /111a
N05-557,MS  dw   /111a
N06-398,MS  dw   /111a
N06-451,MS  dw   /111a
NCCK108,MS  dw   /111a
PSP9328,MS  dw   /111a
CM02103,MS  dw   /111b (Ws07)
N06-453,MS  dw   /112.1 (Wb16)
N05-367,MS  dw   /112.2 (Wb15)
