"PlotNumber","SiteUnit"
"409250","MH  mm 1 /04"
"413182","MH  mm 1 /04"
"444179","MH  mm 1 /04"
"8216389","MH  mm 1 /04"
"8216398","MH  mm 1 /04"
"8216400","MH  mm 1 /04"
"8216425","MH  mm 1 /04"
"08-1048","CDF mm   /01"
"08-1089","CDF mm   /01"
"1121","CDF mm   /01"
"11-2F1","CDF mm   /01"
"11-2G1","CDF mm   /01"
"12-2G1","CDF mm   /01"
"12-4F1","CDF mm   /01"
"12-4G1","CDF mm   /01"
"12-4G3","CDF mm   /01"
"12-4G4","CDF mm   /01"
"14-3F10","CDF mm   /01"
"14-3F11","CDF mm   /01"
"14-3G11","CDF mm   /01"
"20-4F3","CDF mm   /01"
"20-4G8","CDF mm   /01"
"24-4F1","CDF mm   /01"
"25-4F3","CDF mm   /01"
"25-4G3","CDF mm   /01"
"2-5G4","CDF mm   /01"
"26-4F2","CDF mm   /01"
"27-4F3","CDF mm   /01"
"27-4G4","CDF mm   /01"
"3-4F6","CDF mm   /01"
"4-3F1","CDF mm   /01"
"4-3F2","CDF mm   /01"
"5-5G1","CDF mm   /01"
"9652561","CDF mm   /01"
"9802000","CDF mm   /01"
"9802052","CDF mm   /01"
"9802053","CDF mm   /01"
"CDC0009","CDF mm   /01"
"CDC0010","CDF mm   /01"
"CDC0012","CDF mm   /01"
"CDC0015","CDF mm   /01"
"CDC0021","CDF mm   /01"
"CDC0124","CDF mm   /01"
"CDC0224","CDF mm   /01"
"CDC0225","CDF mm   /01"
"CDC0244","CDF mm   /01"
"CDC1085","CDF mm   /01"
"MAD0673","CDF mm   /01"
"MAD1039","CDF mm   /01"
"MAD1046","CDF mm   /01"
"MAD1049","CDF mm   /01"
"MAD1051","CDF mm   /01"
"MAD1052","CDF mm   /01"
"MAD1054","CDF mm   /01"
"MAD1059","CDF mm   /01"
"MAD1182","CDF mm   /01"
"MAD1183","CDF mm   /01"
"MAD1217","CDF mm   /01"
"MAD1218","CDF mm   /01"
"MAD1219","CDF mm   /01"
"MAD1220","CDF mm   /01"
"MAD1221","CDF mm   /01"
"MAD1231","CDF mm   /01"
"MAD1257","CDF mm   /01"
"MAD1275","CDF mm   /01"
"MAD1277","CDF mm   /01"
"MAD1288","CDF mm   /01"
"MAD1325","CDF mm   /01"
"MAD1361","CDF mm   /01"
"MAD1410","CDF mm   /01"
"MAD1415","CDF mm   /01"
"MAD1426","CDF mm   /01"
"MAD1440","CDF mm   /01"
"MAD1463","CDF mm   /01"
"MAD1480","CDF mm   /01"
"MAD1586","CDF mm   /01"
"MAD1588","CDF mm   /01"
"MAD1589","CDF mm   /01"
"MAD1593","CDF mm   /01"
"MAD1595","CDF mm   /01"
"MAD1598","CDF mm   /01"
"MAD1599","CDF mm   /01"
"MAD1600","CDF mm   /01"
"MAD1634","CDF mm   /01"
"MAD1636","CDF mm   /01"
"MAD1679","CDF mm   /01"
"MAD1683","CDF mm   /01"
"MAD1685","CDF mm   /01"
"MAD1687","CDF mm   /01"
"MAD1688","CDF mm   /01"
"MAD1690","CDF mm   /01"
"MAD1692","CDF mm   /01"
"MAD1699","CDF mm   /01"
"MAD1700","CDF mm   /01"
"MAD1701","CDF mm   /01"
"MAD1702","CDF mm   /01"
"MAD1706","CDF mm   /01"
"MAD1707","CDF mm   /01"
"MAD1717","CDF mm   /01"
"MAD1721","CDF mm   /01"
"MAD1722","CDF mm   /01"
"MAD1729","CDF mm   /01"
"MAD3110","CDF mm   /01"
"MAD3151","CDF mm   /01"
"MAD3202","CDF mm   /01"
"MAD3215","CDF mm   /01"
"MAD3317","CDF mm   /01"
"MAD3327","CDF mm   /01"
"MAD3436","CDF mm   /01"
"MAD3437","CDF mm   /01"
"MAD3442","CDF mm   /01"
