ID,Formation,Class,Order,Suborder,Alliance,Suball,Assoc,Subass,Facies,Working,SiteUnit
204,Formation ConiferForests,CLASS Picea,ORDER Piceene-Pleusch (SBS/MS) (Sx),SUBORDER Piceene-Pleusch (SBS/MScool),ALLIANCE Piceene-Abielas-Ribelac (CoolMS moist),ALLIANCE Piceene-Abielas-Ribelac (CoolMS moist),ASSOC SxwBl-Rubupar-Arnica,ASSOC SxwBl-Rubupar-Arnica,,,MS  dw   /110.1
1346,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Thujpli-Pleusch (ICH),SUBORDER Thujpli-Pseumen-Picene(ICHmk Transition to IDF/MS-npHw?),ALLIANCE Thujpli-Piceene-Paximyr (mk dk zonals),ALLIANCE Thujpli-Piceene-Paximyr (mk dk zonals),ASSOC CwSx-Corncan,ASSOC CwSx-Corncan,,,MS  dw   /110.2
327,Formation ConiferForests,CLASS Picea,ORDER Piceene-Pleusch (SBS/MS) (Sx),SUBORDER Piceene-Mnium (wet and rich all low interior) (wet indicators),ALLIANCE Piceene-Equiset (wet all interior zones),SUBALL Piceene-Equiset (Central I),ASSOC SxwBl-Equiset(MS),ASSOC SxwBl-Equiset(MS),,,MS  dw   /111
,NewUnitstoPlace,,,,,,,,,,MS  dw   /112
,NewUnitstoPlace,,,,,,,,,,MS  dw   /Wb15
,NewUnitstoPlace,,,,,,,,,,MS  dw   /Wb16
,NewUnitstoPlace,,,,,,,,,,MS  dw   /Ws07
,NewUnitstoPlace,,,,,,,,,,MS  dw   /Ws07.1
,NewUnitstoPlace,,,,,,,,,,MS  dw   /Ws07.2
454,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),SUBORDER Piceene-Pinucon-VaccSco (MS typic dry),ALLIANCE Pinucon-Calarub-Vaccsco (dry sites and MSxk),ALLIANCE Pinucon-Calarub-Vaccsco (dry sites and MSxk),ASSOC Pinucon-Calarub-Vaccsco-Pleusch (MSxk),SUBASS Pl-Calarub-Vaccsco-Pleusch(Abielas) (MSxk1),,,MS  xk 1 /101
494,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),SUBORDER Piceene-Pinucon-VaccSco (MS typic dry),ALLIANCE Pinucon-Vaccsco-Cladoni (MSxv),ALLIANCE Pinucon-Vaccsco-Cladoni (MSxv),ASSOC Pinucon-Vaccsco-Cladoni,SUBASS Pl-Vaccsco-Cladoni(Junicom-typic),,,MS  xk 1 /102
496,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),SUBORDER Piceene-Pinucon-VaccSco (MS typic dry),ALLIANCE Pinucon-Vaccsco-Cladoni (MSxv),ALLIANCE Pinucon-Vaccsco-Cladoni (MSxv),ASSOC Pinucon-Vaccsco-Cladoni,SUBASS Pl-Vaccsco-Cladoni(Arctuva),,,MS  xk 1 /103
489,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),SUBORDER Piceene-Pinucon-VaccSco (MS typic dry),ALLIANCE Pinucon-Vaccsco-Cladoni (MSxv),ALLIANCE Pinucon-Vaccsco-Cladoni (MSxv),ASSOC Pinucon-Vaccsco-Pleusch (MSxv zonal),SUBASS Pl-Vaccsco-Pleusch(Abielas),,,MS  xk 1 /104
476,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),SUBORDER Piceene-Pinucon-VaccSco (MS typic dry),ALLIANCE Piceene-Rhodneo-Vaccsco,ALLIANCE Piceene-Rhodneo-Vaccsco,ASSOC Pinucon-Piceene-Rhodneo-Vaccsco,SUBASS PlSxw-Rhodneo-Vaccsco (Pleusch),,,MS  xk 1 /105
468,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),SUBORDER Piceene-Pinucon-VaccSco (MS typic dry),ALLIANCE Piceene-Rhodneo-Vaccsco,ALLIANCE Piceene-Rhodneo-Vaccsco,ASSOC Piceene-Rhodneo-Corncan-Aulapal,ASSOC Piceene-Rhodneo-Corncan-Aulapal,,,MS  xk 1 /110
207,Formation ConiferForests,CLASS Picea,ORDER Piceene-Pleusch (SBS/MS) (Sx),SUBORDER Piceene-Pleusch (SBS/MScool),ALLIANCE Piceene-Abielas-Ribelac (CoolMS moist),ALLIANCE Piceene-Abielas-Ribelac (CoolMS moist),ASSOC Piceene-Abielas-Ribelac,SUBASS SxwBl - Ribelac (typic),,,MS  xk 1 /111
357,Formation ConiferForests,CLASS Picea,ORDER Piceene-Pleusch (SBS/MS) (Sx),SUBORDER Piceene-Mnium (wet and rich all low interior) (wet indicators),ALLIANCE Piceene-Equiset (wet all interior zones),SUBALL Piceene-Equiset-Aulapal (wetlands),ASSOC Piceene-Equiset-Aulapal,SUBASS Sxw-Equiset-Aulapal(Caredis),,,MS  xk 1 /112
394,Formation ConiferForests,CLASS Picea,ORDER Piceene-Pleusch (SBS/MS) (Sx),SUBORDER Piceene-Mnium (wet and rich all low interior) (wet indicators),ALLIANCE Piceene-Carescp,ALLIANCE Piceene-Carescp,?SubASSOC Piceene-Carescp-Mnium,?SubASSOC Piceene-Carescp-Mnium,,,MS  xk 1 /113
,NewUnitstoPlace,,,,,,,,,,MS  xk 1 /Wb16
,NewUnitstoPlace,,,,,,,,,,MS  xk 1 /Ws07
,NewUnitstoPlace,,,,,,,,,,MS  xk 1 /Ws07.1
,NewUnitstoPlace,,,,,,,,,,MS  xk 1 /Ws07.2
,NewUnitstoPlace,,,,,,,,,,MS  xk 1 /Ws12
453,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),SUBORDER Piceene-Pinucon-VaccSco (MS typic dry),ALLIANCE Pinucon-Calarub-Vaccsco (dry sites and MSxk),ALLIANCE Pinucon-Calarub-Vaccsco (dry sites and MSxk),ASSOC Pinucon-Calarub-Vaccsco-Pleusch (MSxk),SUBASS Pl-Calarub-Vaccsco-Pleusch(Corncan)(MSxk2),,,MS  xk 2 /101
493,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),SUBORDER Piceene-Pinucon-VaccSco (MS typic dry),ALLIANCE Pinucon-Vaccsco-Cladoni (MSxv),ALLIANCE Pinucon-Vaccsco-Cladoni (MSxv),ASSOC Pinucon-Vaccsco-Cladoni,SUBASS Pl-Vaccsco-Cladoni(Junicom-typic),,,MS  xk 2 /102
495,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),SUBORDER Piceene-Pinucon-VaccSco (MS typic dry),ALLIANCE Pinucon-Vaccsco-Cladoni (MSxv),ALLIANCE Pinucon-Vaccsco-Cladoni (MSxv),ASSOC Pinucon-Vaccsco-Cladoni,SUBASS Pl-Vaccsco-Cladoni(Arctuva),,,MS  xk 2 /103
1065,Formation ConiferForests,CLASS Pseumen1,ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB),SUBORDER Pseumen-Calarub (central concept),ALLIANCE Pseumen-Pinucon-Calarub IDFdk zonal MS,SUBALL Pseumen-Pinucon-Calarub-Pleusch (zonal dk and dm),ASSOC FdPl-Calarub-Pleusch(zonal IDFdk),SUBASS FdPl-Calarub-Linnbor (low Pleur),,,MS  xk 2 /104
452,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),SUBORDER Piceene-Pinucon-VaccSco (MS typic dry),ALLIANCE Pinucon-Calarub-Vaccsco (dry sites and MSxk),ALLIANCE Pinucon-Calarub-Vaccsco (dry sites and MSxk),ASSOC Pinucon-Calarub-Vaccsco-Pleusch (MSxk),SUBASS Pl-Calarub-Vaccsco-Pleusch(Junicom)(MSxk3),,,MS  xk 2 /105
478,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),SUBORDER Piceene-Pinucon-VaccSco (MS typic dry),ALLIANCE Piceene-Rhodneo-Vaccsco,ALLIANCE Piceene-Rhodneo-Vaccsco,ASSOC Pinucon-Piceene-Rhodneo-Vaccsco,SUBASS PlSxw-Rhodneo-Vaccsco (Pleusch),,,MS  xk 2 /106
469,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),SUBORDER Piceene-Pinucon-VaccSco (MS typic dry),ALLIANCE Piceene-Rhodneo-Vaccsco,ALLIANCE Piceene-Rhodneo-Vaccsco,ASSOC Piceene-Rhodneo-Corncan-Aulapal,ASSOC Piceene-Rhodneo-Corncan-Aulapal,,,MS  xk 2 /110
208,Formation ConiferForests,CLASS Picea,ORDER Piceene-Pleusch (SBS/MS) (Sx),SUBORDER Piceene-Pleusch (SBS/MScool),ALLIANCE Piceene-Abielas-Ribelac (CoolMS moist),ALLIANCE Piceene-Abielas-Ribelac (CoolMS moist),ASSOC Piceene-Abielas-Ribelac,SUBASS SxwBl - Ribelac (typic),,,MS  xk 2 /111
353,Formation ConiferForests,CLASS Picea,ORDER Piceene-Pleusch (SBS/MS) (Sx),SUBORDER Piceene-Mnium (wet and rich all low interior) (wet indicators),ALLIANCE Piceene-Equiset (wet all interior zones),SUBALL Piceene-Equiset-Aulapal (wetlands),ASSOC Piceene-Equiset-Aulapal,SUBASS Sxw-Equiset-Aulapal(Caredis),,,MS  xk 2 /112
,NewUnitstoPlace,,,,,,,,,,MS  xk 2 /Wb16
,NewUnitstoPlace,,,,,,,,,,MS  xk 2 /Ws07
,NewUnitstoPlace,,,,,,,,,,MS  xk 2 /Ws07.1
,NewUnitstoPlace,,,,,,,,,,MS  xk 2 /Ws07.2
,NewUnitstoPlace,,,,,,,,,,MS  xk 3 /01
,NewUnitstoPlace,,,,,,,,,,MS  xk 3 /02
,NewUnitstoPlace,,,,,,,,,,MS  xk 3 /03
,NewUnitstoPlace,,,,,,,,,,MS  xk 3 /04
,NewUnitstoPlace,,,,,,,,,,MS  xk 3 /05
,NewUnitstoPlace,,,,,,,,,,MS  xk 3 /06
,NewUnitstoPlace,,,,,,,,,,MS  xk 3 /07
,NewUnitstoPlace,,,,,,,,,,MS  xk 3 /08
,NewUnitstoPlace,,,,,,,,,,MS  xk 3 /09
,NewUnitstoPlace,,,,,,,,,,MS  xk 3 /10
488,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),SUBORDER Piceene-Pinucon-VaccSco (MS typic dry),ALLIANCE Pinucon-Vaccsco-Cladoni (MSxv),ALLIANCE Pinucon-Vaccsco-Cladoni (MSxv),ASSOC Pinucon-Vaccsco-Pleusch (MSxv zonal),SUBASS Pl-Vaccsco-Pleusch(Empenig),,,MS  xv   /01
551,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),"SUBORDER Pinucon-Pleusch (SBPS,SBS and MS)",ALLIANCE Pinucon-Cladoni (SBPSxc),ALLIANCE Pinucon-Cladoni (SBPSxc),ASSOC Pinucon-Festalt-Stercau,ASSOC Pinucon-Festalt-Stercau,,,MS  xv   /02
90,NewUnitstoPlace,,,,,,,,NewUnitsPineInterior,,MS  xv   /03
497,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),SUBORDER Piceene-Pinucon-VaccSco (MS typic dry),ALLIANCE Pinucon-Vaccsco-Cladoni (MSxv),ALLIANCE Pinucon-Vaccsco-Cladoni (MSxv),ASSOC Pinucon-Vaccsco-Cladoni,SUBASS Pl-Vaccsco-Cladoni(Empenig),,,MS  xv   /04
475,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),SUBORDER Piceene-Pinucon-VaccSco (MS typic dry),ALLIANCE Piceene-Rhodneo-Vaccsco,ALLIANCE Piceene-Rhodneo-Vaccsco,ASSOC Pinucon-Piceene-Rhodneo-Vaccsco,SUBASS PlSxw-Rhodneo-Vaccsco (Empenig),,,MS  xv   /05
482,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),SUBORDER Piceene-Pinucon-VaccSco (MS typic dry),ALLIANCE Piceene-Empenig-Vaccsco,ALLIANCE Piceene-Empenig-Vaccsco,ASSOC Piceene-Empenig-Ptilcri,ASSOC Piceene-Empenig-Ptilcri,,,MS  xv   /06
481,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),SUBORDER Piceene-Pinucon-VaccSco (MS typic dry),ALLIANCE Piceene-Empenig-Vaccsco,ALLIANCE Piceene-Empenig-Vaccsco,ASSOC Piceene-Empenig-Pleusch-Aulapal,ASSOC Piceene-Empenig-Pleusch-Aulapal,,,MS  xv   /07
168,NewUnitstoPlace,,,,,,,,NewUnitMtnAlder,,MS  xv   /08
480,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),SUBORDER Piceene-Pinucon-VaccSco (MS typic dry),ALLIANCE Piceene-Empenig-Vaccsco,ALLIANCE Piceene-Empenig-Vaccsco,?ASSOC Piceene-Rhodgro-Empenig-Aulapal,?ASSOC Piceene-Rhodgro-Empenig-Aulapal,,,MS  xv   /09
,NewUnitstoPlace,,,,,,,,,,MS  xv   /10
125,NewUnitstoPlace,,,,,,,,NewUnitsOther,,PP  xh 1 /101
1152,Formation ConiferForests,CLASS Pseumen1,ORDER Pinupon-Pseuspi (Py dominant  and Pseuspi),ORDER Pinupon-Pseuspi (Py dominant  and Pseuspi),ALLIANCE Pinupon-Pseuspi-Seladen (rock),ALLIANCE Pinupon-Pseuspi-Seladen (rock),ASSOC Py(Fd)-Pseuspi-Seladen (rocky),ASSOC Py(Fd)-Pseuspi-Seladen (rocky),,,PP  xh 1 /102
1163,Formation ConiferForests,CLASS Pseumen1,ORDER Pinupon-Pseuspi (Py dominant  and Pseuspi),ORDER Pinupon-Pseuspi (Py dominant  and Pseuspi),ALLIANCE Pinupon-Purstri-Pseuspi (desert),ALLIANCE Pinupon-Purstri-Pseuspi (desert),%ASSOC Pinupon-Purstri-Pseuspi,%ASSOC Pinupon-Purstri-Pseuspi,,,PP  xh 1 /103
1145,Formation ConiferForests,CLASS Pseumen1,ORDER Pinupon-Pseuspi (Py dominant  and Pseuspi),ORDER Pinupon-Pseuspi (Py dominant  and Pseuspi),ALLIANCE Pinupon-Pseuspi (typic),ALLIANCE Pinupon-Pseuspi (typic),ASSOC Py(Fd)-Pseuspi (PPxw zonal typic),SUBASS Py-Pseuspi-(Balssag),,,PP  xh 1 /104
1007,Formation ConiferForests,CLASS Pseumen1,ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB),SUBORDER Pseumen-Calarub (central concept),ALLIANCE Pseumen-Calarub (typic),SUBALL Pseumen(Pinupon)-Spirbet-Calarub (zonal IDFxh),ASSOC Pseumen-(Pinupon)-Spirbet-Calarub (xh zonals),SUBASS FdPy-Calarub(Py),,,PP  xh 1 /110
1051,Formation ConiferForests,CLASS Pseumen1,ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB),SUBORDER Pseumen-Calarub (central concept),"ALLIANCE Pseumen-Sympalb (non Calarub, IDFxm)",SUBALL Pseumen-Sympalb-Spirbet(IDFxc and dc),ASSOC Pseumen-Sympalb-Mahoaqu,SUBASS Pseumen-Sympalb-Mahoaqu (Py),,,PP  xh 1 /111
1132,Formation ConiferForests,CLASS Pseumen1,ORDER Pinupon-Pseuspi (Py dominant  and Pseuspi),ORDER Pinupon-Pseuspi (Py dominant  and Pseuspi),ALLIANCE Pinupon-Pseuspi (typic),ALLIANCE Pinupon-Pseuspi (typic),ASSOC Py(Fd)-Pseuspi-Festcam (PPxh zonals),ASSOC Py(Fd)-Pseuspi-Festcam (PPxh zonals),,,PP  xh 2 /101
1151,Formation ConiferForests,CLASS Pseumen1,ORDER Pinupon-Pseuspi (Py dominant  and Pseuspi),ORDER Pinupon-Pseuspi (Py dominant  and Pseuspi),ALLIANCE Pinupon-Pseuspi-Seladen (rock),ALLIANCE Pinupon-Pseuspi-Seladen (rock),ASSOC Py(Fd)-Pseuspi-Seladen (rocky),ASSOC Py(Fd)-Pseuspi-Seladen (rocky),,,PP  xh 2 /102
1143,Formation ConiferForests,CLASS Pseumen1,ORDER Pinupon-Pseuspi (Py dominant  and Pseuspi),ORDER Pinupon-Pseuspi (Py dominant  and Pseuspi),ALLIANCE Pinupon-Pseuspi (typic),ALLIANCE Pinupon-Pseuspi (typic),ASSOC Py(Fd)-Pseuspi (PPxw zonal typic),SUBASS Py-Pseuspi(Ericnau),,,PP  xh 2 /103
,NewUnitstoPlace,,,,,,,,,,PP  xh 2 /110
1027,Formation ConiferForests,CLASS Pseumen1,ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB),SUBORDER Pseumen-Calarub (central concept),ALLIANCE Pseumen-Calarub (typic),SUBALL Pseumen-Calarub-Hylospl-Pleusch (xm zonal/cool aspect),ASSOC Pseumen-Calarub-Pleusch-Hylospl (Mossy cool aspect),ASSOC Pseumen-Calarub-Pleusch-Hylospl (Mossy cool aspect),,,PP  xh 2 /110.1
957,Formation ConiferForests,CLASS Pseumen1,ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB),SUBORDER Pseumen(Pinupon)-Pseuspi (PP transition),ALLIANCE Pseumen-Pseuspi (low Pinupon),SUBALL Pseumen-Pseuspi-Festcam (hot dry),ASSOC Fd-Festsxi-Pseuspi(Festcam),ASSOC Fd-Festsxi-Pseuspi(Festcam),,,PP  xh 2 /110.2
1036,Formation ConiferForests,CLASS Pseumen1,ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB),SUBORDER Pseumen-Calarub (central concept),"ALLIANCE Pseumen-Sympalb (non Calarub, IDFxm)",SUBALL Pseumen-Acergla-Amelaln,%ASSOC Pseumen-Acergla-Amelaln,%ASSOC Pseumen-Acergla-Amelaln,,,PP  xh 2 /111
522,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),"SUBORDER Pinucon-Pleusch (SBPS,SBS and MS)",ALLIANCE Pinucon-Calarub (SBPSmk and dc zonals),SUBALL Pinucon-Calarub-Corncan-Pleusch,ASSOC Pinucon-Junicom-Pleusch,ASSOC Pinucon-Junicom-Pleusch,,,SBPSdc   /01
545,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),"SUBORDER Pinucon-Pleusch (SBPS,SBS and MS)",ALLIANCE Pinucon-Cladoni (SBPSxc),ALLIANCE Pinucon-Cladoni (SBPSxc),ASSOC Pinucon-Arctuva-Cladoni (SBPSxc zonal),SUBASS Pl-Arctuva-Cladoni(typic),,,SBPSdc   /02
541,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),"SUBORDER Pinucon-Pleusch (SBPS,SBS and MS)",ALLIANCE Pinucon-Cladoni (SBPSxc),ALLIANCE Pinucon-Cladoni (SBPSxc),ASSOC Pinucon-Arctuva-Cladoni (SBPSxc zonal),SUBASS Pl-Arctuva-Cladoni(Pleusch),,,SBPSdc   /03
184,Formation ConiferForests,CLASS Picea,ORDER Picemar-Pleusch (coldair upland blackspruce),SUBORDER Picemar-Pinucon-Vaccmyt,ALLIANCE Picemar-Pinucon-Vaccmyt [transition warm],ALLIANCE Picemar-Pinucon-Vaccmyt [transition warm],ASSOC Pinucon-Picemar-Pleusch,ASSOC Pinucon-Picemar-Pleusch,,,SBPSdc   /04
247,Formation ConiferForests,CLASS Picea,ORDER Piceene-Pleusch (SBS/MS) (Sx),SUBORDER Piceene-Pleusch (SBS/MScool),ALLIANCE Piceene-Loniinv,SUBALL Piceene-Betunan-Loniinv (cold air),ASSOC Piceene-Betunan-Pleusch,SUBASS Sxw-Betunan-Pleusch(Hylospl),,,SBPSdc   /05
358,Formation ConiferForests,CLASS Picea,ORDER Piceene-Pleusch (SBS/MS) (Sx),SUBORDER Piceene-Mnium (wet and rich all low interior) (wet indicators),ALLIANCE Piceene-Equiset (wet all interior zones),SUBALL Piceene-Equiset-Aulapal (wetlands),%ASSOC Piceene-Equiset-Thalocc?,%ASSOC Piceene-Equiset-Thalocc?,,,SBPSdc   /06
,NewUnitstoPlace,,,,,,,,,,SBPSdc   /07
191,Formation ConiferForests,CLASS Picea,ORDER Picemar-Pleusch (coldair upland blackspruce),SUBORDER Picemar-Rhodgro-Hylospl,ALLIANCE Picemar-Equiset-Hylospl,ALLIANCE Picemar-Equiset-Hylospl,ASSOC Picemar-Equiset-Hylospl,ASSOC Picemar-Equiset-Hylospl,,,SBPSdc   /08
518,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),"SUBORDER Pinucon-Pleusch (SBPS,SBS and MS)",ALLIANCE Pinucon-Pleusch (SBPSmc zonal/SBS subxeric),ALLIANCE Pinucon-Pleusch (SBPSmc zonal/SBS subxeric),ASSOC Pinucon-Pleusch-Cladina,SUBASS Pl-Pleusch-Cladina(Pyrola),,,SBPSmc   /01
543,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),"SUBORDER Pinucon-Pleusch (SBPS,SBS and MS)",ALLIANCE Pinucon-Cladoni (SBPSxc),ALLIANCE Pinucon-Cladoni (SBPSxc),ASSOC Pinucon-Arctuva-Cladoni (SBPSxc zonal),SUBASS Pl-Arctuva-Cladoni(typic),,,SBPSmc   /02
195,Formation ConiferForests,CLASS Picea,ORDER Picemar-Pleusch (coldair upland blackspruce),SUBORDER Picemar-Rhodgro-Hylospl,ALLIANCE Picemar-Picegla-Pleusch (cold boreal),ALLIANCE Picemar-Picegla-Pleusch (cold boreal),ASSOC Picemar-Ledugro-Hylospl,SUBASS Picemar-Vaccmem-Vaccvit,,,SBPSmc   /03
91,NewUnitstoPlace,,,,,,,,NewUnitsPineInterior,,SBPSmc   /04
80,NewUnitstoPlace,,,,,,,,NewUnitsPineInterior,,SBPSmc   /05
348,Formation ConiferForests,CLASS Picea,ORDER Piceene-Pleusch (SBS/MS) (Sx),SUBORDER Piceene-Mnium (wet and rich all low interior) (wet indicators),ALLIANCE Piceene-Equiset (wet all interior zones),SUBALL Piceene-Equiset-Aulapal (wetlands),ASSOC Piceene-Equiset-Aulapal,SUBASS Sxw-Equiset-Aulapal(Sphagnu),,,SBPSmc   /06
,NewUnitstoPlace,,,,,,,,,,SBPSmc   /07
,NewUnitstoPlace,,,,,,,,,,SBPSmc   /08
524,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),"SUBORDER Pinucon-Pleusch (SBPS,SBS and MS)",ALLIANCE Pinucon-Calarub (SBPSmk and dc zonals),SUBALL Pinucon-Calarub-Corncan-Pleusch,ASSOC Pinucon-Calarub-Pleusch,SUBASS Pl-Calarub-Pleusch(Arnicor),,,SBPSmk   /01
549,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),"SUBORDER Pinucon-Pleusch (SBPS,SBS and MS)",ALLIANCE Pinucon-Cladoni (SBPSxc),ALLIANCE Pinucon-Cladoni (SBPSxc),%ASSOC Pinucon-Cladoni-Polyjun,%ASSOC Pinucon-Cladoni-Polyjun,,,SBPSmk   /02
984,Formation ConiferForests,CLASS Pseumen1,ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB),SUBORDER Pseumen-Calarub (central concept),ALLIANCE Pseumen-Calarub (typic),SUBALL Pseumen-Calarub (warm aspect in moistBGC),ASSOC Pseumen-Calarub-Astecon (subboreal),ASSOC Pseumen-Calarub-Astecon (subboreal),,,SBPSmk   /03
525,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),"SUBORDER Pinucon-Pleusch (SBPS,SBS and MS)",ALLIANCE Pinucon-Calarub (SBPSmk and dc zonals),SUBALL Pinucon-Calarub-Corncan-Pleusch,ASSOC Pinucon-Calarub-Pleusch,SUBASS Pl-Calarub-Pleusch(Vaccmyl),,,SBPSmk   /04
3,NewUnitstoPlace,,,,,,,,NewUnitsDouglasfirInterior,,SBPSmk   /05
256,Formation ConiferForests,CLASS Picea,ORDER Piceene-Pleusch (SBS/MS) (Sx),SUBORDER Piceene-Pleusch (SBS/MScool),ALLIANCE Piceene-Loniinv,SUBALL Piceene-Loniinv (rich moist stands),ASSOC Piceene-Loniinv,ASSOC Piceene-Loniinv,,,SBPSmk   /06
342,Formation ConiferForests,CLASS Picea,ORDER Piceene-Pleusch (SBS/MS) (Sx),SUBORDER Piceene-Mnium (wet and rich all low interior) (wet indicators),ALLIANCE Piceene-Equiset (wet all interior zones),SUBALL Piceene-Equiset-Aulapal (wetlands),ASSOC Piceene-Equiset-Aulapal,SUBASS Sxw-Equiset-Aulapal(Hylospl),,,SBPSmk   /07
1890,Bogs,CLASS Oxycocc-Sphagnu,ORDER Picemar-Ledugro-Sphagnu,SUBORDER Equiset-Sphagnu,,,Wb08 ASSOC Picemar-Picea-Caredis-Sphagnu,SUBASS SbSx-Caredis,,,SBPSmk   /08
542,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),"SUBORDER Pinucon-Pleusch (SBPS,SBS and MS)",ALLIANCE Pinucon-Cladoni (SBPSxc),ALLIANCE Pinucon-Cladoni (SBPSxc),ASSOC Pinucon-Arctuva-Cladoni (SBPSxc zonal),SUBASS Pl-Arctuva-Cladoni(Pleusch),,,SBPSxc   /01
546,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),"SUBORDER Pinucon-Pleusch (SBPS,SBS and MS)",ALLIANCE Pinucon-Cladoni (SBPSxc),ALLIANCE Pinucon-Cladoni (SBPSxc),ASSOC Pinucon-Arctuva-Cladoni (SBPSxc zonal),SUBASS Pl-Arctuva-Cladoni(typic),,,SBPSxc   /02
248,Formation ConiferForests,CLASS Picea,ORDER Piceene-Pleusch (SBS/MS) (Sx),SUBORDER Piceene-Pleusch (SBS/MScool),ALLIANCE Piceene-Loniinv,SUBALL Piceene-Betunan-Loniinv (cold air),ASSOC Piceene-Betunan-Pleusch,SUBASS Sxw-Betunan-Pleusch(typic),,,SBPSxc   /03
246,Formation ConiferForests,CLASS Picea,ORDER Piceene-Pleusch (SBS/MS) (Sx),SUBORDER Piceene-Pleusch (SBS/MScool),ALLIANCE Piceene-Loniinv,SUBALL Piceene-Betunan-Loniinv (cold air),ASSOC Piceene-Betunan-Pleusch,SUBASS Sxw-Betunan-Pleusch(Hylospl),,,SBPSxc   /04
344,Formation ConiferForests,CLASS Picea,ORDER Piceene-Pleusch (SBS/MS) (Sx),SUBORDER Piceene-Mnium (wet and rich all low interior) (wet indicators),ALLIANCE Piceene-Equiset (wet all interior zones),SUBALL Piceene-Equiset-Aulapal (wetlands),ASSOC Piceene-Equiset-Aulapal,SUBASS Sxw-Equiset-Aulapal(Hylospl),,,SBPSxc   /05
