SiteSeries,Class,.pred_class,compare
SBS dk   /06 $5M AtSx - Thimbleberry - Oakfern,CLASS_Populus-Betula,CLASS_Abielas,Diff
SBS dk   /07,CLASS_Picea ,CLASS_Abielas,Diff
SBS dk   /07 $5B At - Black twinberry - Bluejoint,CLASS_Populus-Betula,CLASS_Abielas,Diff
SBS dk   /07 $5B At - Black twinberry - Horsetail,CLASS_Populus-Betula,CLASS_Abielas,Diff
SBS dk   /Fl05,CLASS_Salix,CLASS_Abielas,Diff
SBS dk   /Fm02a,CLASS_Populus-Betula,CLASS_Abielas,Diff
SBS dk   /Fm02b,CLASS_Populus-Betula,CLASS_Abielas,Diff
SBS dk   /Wb01,CLASS_Oxycocc-Sphagnu,CLASS_Abielas,Diff
SBS dk   /Wb08,CLASS_Oxycocc-Sphagnu,CLASS_Abielas,Diff
SBS dk   /Ws03,CLASS_Salix,CLASS_Abielas,Diff
SBS dk   /Ws07,CLASS_Picea ,CLASS_Abielas,Diff
SBS dw 1 /01,unplaced,CLASS_Abielas,Diff
SBS dw 2 /01,CLASS_Picea ,CLASS_Abielas,Diff
SBS dw 3 /Wb05,CLASS_Oxycocc-Sphagnu,CLASS_Abielas,Diff
SBS mc 1 /01,CLASS_Picea ,CLASS_Abielas,Diff
SBS mc 1 /04,CLASS_Picea ,CLASS_Abielas,Diff
SBS mc 1 /05,CLASS_Picea ,CLASS_Abielas,Diff
SBS mc 1 /06,unplaced,CLASS_Abielas,Diff
SBS mc 1 /08,CLASS_Picea ,CLASS_Abielas,Diff
SBS mc 2 /02,CLASS_Picea ,CLASS_Abielas,Diff
SBS mc 2 /04,CLASS_Picea ,CLASS_Abielas,Diff
SBS mc 2 /06,unplaced,CLASS_Abielas,Diff
SBS mc 2 /09,CLASS_Picea ,CLASS_Abielas,Diff
SBS mc 2 /11,unplaced,CLASS_Abielas,Diff
SBS mc 2 /Wb05,CLASS_Oxycocc-Sphagnu,CLASS_Abielas,Diff
SBS mc 2 /Wb09,CLASS_Oxycocc-Sphagnu,CLASS_Abielas,Diff
SBS mc 2 /Ws07,CLASS_Picea ,CLASS_Abielas,Diff
SBS mh   /01,CLASS_Picea ,CLASS_Abielas,Diff
SBS mh   /04,CLASS_Pseumen1,CLASS_Abielas,Diff
SBS mh   /05,CLASS_Picea ,CLASS_Abielas,Diff
SBS mh   /07,CLASS_Picea ,CLASS_Abielas,Diff
SBS mk 1 /01,CLASS_Picea ,CLASS_Abielas,Diff
SBS mk 1 /Fl02,CLASS_Populus-Betula,CLASS_Abielas,Diff
SBS mk 1 /Fl04,CLASS_Salix,CLASS_Abielas,Diff
SBS mk 1 /Wb05,CLASS_Oxycocc-Sphagnu,CLASS_Abielas,Diff
SBS mm   /103,unplaced,CLASS_Abielas,Diff
SBS mm   /104,CLASS_Picea ,CLASS_Abielas,Diff
SBS mm   /110,CLASS_Picea ,CLASS_Abielas,Diff
SBS mm   /111,CLASS_Picea ,CLASS_Abielas,Diff
SBS mm   /113,CLASS_Picea ,CLASS_Abielas,Diff
SBS mw   /01,CLASS_Picea ,CLASS_Abielas,Diff
SBS mw   /04,unplaced,CLASS_Abielas,Diff
SBS mw   /05,unplaced,CLASS_Abielas,Diff
SBS mw   /06,CLASS_Picea ,CLASS_Abielas,Diff
SBS mw   /08,CLASS_Picea ,CLASS_Abielas,Diff
SBS mw   /11,CLASS_Picea ,CLASS_Abielas,Diff
SBS mw   /13,CLASS_Picea ,CLASS_Abielas,Diff
SBS vk   /05,CLASS_Picea ,CLASS_Abielas,Diff
SBS vk   /Fl02,CLASS_Populus-Betula,CLASS_Abielas,Diff
SBS vk   /Fm03,CLASS_Populus-Betula,CLASS_Abielas,Diff
SBS vk   /Wb02,CLASS_Oxycocc-Sphagnu,CLASS_Abielas,Diff
SBS vk   /Wb12,CLASS_Oxycocc-Sphagnu,CLASS_Abielas,Diff
SBS vk   /Ws09,CLASS_Oxycocc-Sphagnu,CLASS_Abielas,Diff
SBS vk   /Ws11,CLASS_Thujpli-Tsughet,CLASS_Abielas,Diff
SBS wk 1 /04,CLASS_Picea ,CLASS_Abielas,Diff
SBS wk 1 /09,CLASS_Picea ,CLASS_Abielas,Diff
SBS wk 1 /10,CLASS_Picea ,CLASS_Abielas,Diff
SBS wk 1 /Fl02,CLASS_Populus-Betula,CLASS_Abielas,Diff
SBS wk 1 /Wb02,CLASS_Oxycocc-Sphagnu,CLASS_Abielas,Diff
SBS wk 1 /Wb05,CLASS_Oxycocc-Sphagnu,CLASS_Abielas,Diff
SBS wk 1 /Ws01,CLASS_Populus-Betula,CLASS_Abielas,Diff
SBS wk 1 /Ws09,CLASS_Oxycocc-Sphagnu,CLASS_Abielas,Diff
SBS wk 2 /03,CLASS_Picea ,CLASS_Abielas,Diff
SBS wk 2 /04,CLASS_Picea ,CLASS_Abielas,Diff
SBS wk 2 /06,CLASS_Picea ,CLASS_Abielas,Diff
SBS wk 3 /02,CLASS_Picea ,CLASS_Abielas,Diff
SBS wk 3a/01,CLASS_Picea ,CLASS_Abielas,Diff
SBS wk 3a/03,unplaced,CLASS_Abielas,Diff
SBS wk 3a/04,CLASS_Picea ,CLASS_Abielas,Diff
SBS wk 3a/07,CLASS_Picea ,CLASS_Abielas,Diff
SWB mk 1 /01,CLASS_Picea ,CLASS_Abielas,Diff
SWB mk 1 /02,CLASS_Picea ,CLASS_Abielas,Diff
SWB mk 1 /03,CLASS_Picea ,CLASS_Abielas,Diff
SWB mk 1 /04,CLASS_Picea ,CLASS_Abielas,Diff
SWB mk 1 /05,CLASS_Picea ,CLASS_Abielas,Diff
SWB mk 1 /06,CLASS_Picea ,CLASS_Abielas,Diff
SWB mk 1 /07,CLASS_Picea ,CLASS_Abielas,Diff
SWB mk 1 /08,CLASS_Picea ,CLASS_Abielas,Diff
Wb09,CLASS_Oxycocc-Sphagnu,CLASS_Abielas,Diff
Wb13,CLASS_Oxycocc-Sphagnu,CLASS_Abielas,Diff
Wet-Aspen,CLASS_Populus-Betula,CLASS_Abielas,Diff
